WT,600 nM,300 nM,150 nM,75 nM
321.8,0.18991463,0.15350365,0.11515745,0.08460488
322.0,0.18954672,0.15268779,0.11521081,0.08477627
322.2,0.18910958,0.15198442,0.1151254,0.08501076
322.4,0.18868078,0.15149489,0.11483954,0.08534248
322.6,0.1882792,0.15110149,0.11439634,0.08569213
322.8,0.18791682,0.15072571,0.113882,0.08596038
323.0,0.18765576,0.15044537,0.11345121,0.08611825
323.2,0.18736451,0.15028869,0.11307879,0.08616466
323.4,0.18713652,0.15028486,0.11286187,0.08610562
323.6,0.18691816,0.15054893,0.11268285,0.08596445
323.8,0.1868567,0.15111559,0.11256112,0.08587104
324.0,0.18689732,0.15181289,0.11257031,0.08588771
324.2,0.18705593,0.15243691,0.11283308,0.08601417
324.4,0.1872422,0.15296385,0.11329852,0.08620025
324.6,0.18750781,0.15329624,0.11402539,0.08631717
324.8,0.18777124,0.15350079,0.11499843,0.08636698
325.0,0.18803075,0.15365491,0.11607816,0.08629828
325.2,0.18819634,0.15380399,0.11714958,0.08611078
325.4,0.18816264,0.15385387,0.11810529,0.08574044
325.6,0.18790863,0.15378256,0.11881905,0.08520881
325.8,0.18748979,0.15354646,0.11917654,0.08459912
326.0,0.1868453,0.15308529,0.11918426,0.08409149
326.2,0.18606868,0.15236447,0.11888055,0.08361109
326.4,0.18529976,0.1514283,0.1184132,0.08322782
326.6,0.18452228,0.15053698,0.11799998,0.0830512
326.8,0.18372331,0.1497782,0.11769151,0.08301084
327.0,0.18306207,0.14914256,0.11743363,0.08299895
327.2,0.18267184,0.14848316,0.11714886,0.08302149
327.4,0.18266055,0.14788112,0.1167643,0.08301559
327.6,0.18301077,0.14726327,0.11626617,0.08292053
327.8,0.18362298,0.14676275,0.11573519,0.0827777
328.0,0.18436717,0.14647751,0.11530623,0.08258718
328.2,0.18515853,0.14650564,0.11504674,0.08244265
328.4,0.18585557,0.14688622,0.11487772,0.08240234
328.6,0.18645088,0.14752536,0.11473995,0.08234255
328.8,0.18688905,0.14826307,0.11459078,0.08221618
329.0,0.18726817,0.149097,0.11436848,0.08204322
329.2,0.18751873,0.15000398,0.11396887,0.08183752
329.4,0.18762946,0.15079102,0.11341883,0.08167579
329.6,0.18748709,0.15146247,0.1127644,0.0817324
329.8,0.18732957,0.15188632,0.11216225,0.08197294
330.0,0.18708894,0.15201989,0.11178503,0.08239185
330.2,0.18679568,0.15197242,0.11178764,0.08291586
330.4,0.18645742,0.15181174,0.11209122,0.08342269
330.6,0.18622905,0.15151481,0.11251421,0.08385469
330.8,0.18603936,0.15113786,0.11290916,0.08408636
331.0,0.18593798,0.15072954,0.11314356,0.08404251
331.2,0.18588768,0.15026551,0.11316997,0.08371912
331.4,0.18591342,0.14980955,0.11311861,0.08323838
331.6,0.18602004,0.14930151,0.11308408,0.08269619
331.8,0.18616177,0.14881041,0.11301637,0.08229751
332.0,0.18620858,0.14840171,0.11278531,0.081991
332.2,0.18615457,0.14812809,0.11242205,0.0817517
332.4,0.18598966,0.1479291,0.11190417,0.08159934
332.6,0.18567977,0.14789642,0.11133623,0.08153593
332.8,0.18522865,0.14794237,0.1107973,0.08150671
333.0,0.18471188,0.14799468,0.11043368,0.08156543
333.2,0.18411429,0.14795506,0.110218,0.08186764
333.4,0.18355063,0.14781672,0.11017581,0.08231546
333.6,0.18294182,0.14768,0.11018598,0.0827879
333.8,0.18236891,0.14755032,0.11033353,0.08318241
334.0,0.18181875,0.14742424,0.11054888,0.08351378
334.2,0.1814202,0.14731368,0.11079152,0.08361027
334.4,0.18104338,0.14729108,0.11105891,0.08348021
334.6,0.18076635,0.14724277,0.11139015,0.08320815
334.8,0.18064412,0.1472369,0.11159998,0.08281899
335.0,0.18076372,0.14715946,0.11173013,0.08238345
335.2,0.18106447,0.1470373,0.11179696,0.08195852
335.4,0.18154608,0.14689793,0.11176896,0.08147642
335.6,0.18220036,0.1467504,0.11157787,0.08092094
335.8,0.18288459,0.14659653,0.11131047,0.08035973
336.0,0.18358693,0.14647171,0.1109475,0.07968984
336.2,0.18423656,0.14649889,0.1105934,0.07895763
336.4,0.18480199,0.14662582,0.11025898,0.07830573
336.6,0.18517064,0.14681852,0.11001812,0.07774936
336.8,0.18527154,0.14700604,0.1097577,0.07734652
337.0,0.1850323,0.14730333,0.10953706,0.07710771
337.2,0.18459877,0.14759257,0.1093855,0.07700014
337.4,0.18403125,0.14781151,0.10943382,0.07699866
337.6,0.18342538,0.14801186,0.1096008,0.07714003999999999
337.8,0.18272056,0.14822398,0.10994321,0.07733341
338.0,0.18183368,0.14834555,0.11034514,0.07768176
338.2,0.18072239,0.14834828,0.11064896,0.07813743
338.4,0.17952893,0.14827465,0.11071824,0.07860074
338.6,0.17836441,0.14799255,0.11068106,0.07900697
338.8,0.17752297,0.14757484,0.11061085,0.07933485
339.0,0.17726263,0.14704451,0.1105558,0.07957719
339.2,0.17757315,0.14650311,0.11047659,0.07984428
339.4,0.17828453,0.14597523,0.11041864,0.0801161
339.6,0.17932696,0.14565613,0.11039135,0.080365
339.8,0.18045879,0.14552101,0.11036556,0.08066198
340.0,0.18146709,0.14551464,0.11033824,0.08097443
340.2,0.18236713,0.14556588,0.11038082,0.08121767
340.4,0.18308471,0.14569951,0.11039562,0.08140099
340.6,0.18353048,0.14586516,0.11038641,0.08151015
340.8,0.18379848,0.1459854,0.1103201,0.08149947
341.0,0.18386854,0.14619303,0.11020463,0.08137519
341.2,0.18369209,0.14645963,0.11009897,0.08110466
341.4,0.1833005,0.1465715,0.11005413,0.08069312
341.6,0.18274065,0.14642418,0.10996606,0.08017455
341.8,0.18203907,0.14615278,0.10987125,0.07965823
342.0,0.18132838,0.14574344,0.10979498,0.0791848
342.2,0.18068643,0.14521449,0.10973717,0.07878078
342.4,0.18022241,0.14463456,0.10976818,0.07853201
342.6,0.17995953,0.14409829,0.11005896,0.07852842
342.8,0.1798383,0.14360602,0.11059642,0.07868834
343.0,0.17983415,0.14305321,0.11135067,0.07892779
343.2,0.17980784,0.14246375,0.11223851,0.07922983
343.4,0.17965849,0.14196429,0.11306122,0.07955604
343.6,0.17941698,0.14160868,0.11364392,0.07977596
343.8,0.17926807,0.14137405,0.11388127,0.07983147
344.0,0.17922041,0.14131241,0.11380747,0.07969126
344.2,0.17933445,0.14139094,0.11339358,0.07938832
344.4,0.17956464,0.14161716,0.1127501,0.07895762
344.6,0.17982365,0.14206246,0.11200998,0.07853257
344.8,0.18004424,0.14262183,0.11132307,0.07817924
345.0,0.18014174,0.14312474,0.11071981,0.07794826
345.2,0.18002124,0.1436305,0.11025871,0.07785587
345.4,0.17991202,0.14422469,0.10989744,0.07796597
345.6,0.17984298,0.14474286,0.10955419,0.07818849
345.8,0.17972827,0.14515863,0.10932018,0.07840536
346.0,0.17962154,0.14549157,0.10925289,0.07860515
346.2,0.17960294,0.14576759,0.1094373,0.07878035
346.4,0.17945769,0.14582285,0.10978288,0.07882385
346.6,0.17918725,0.1456226,0.11017252,0.07870688
346.8,0.17873969,0.14525655,0.11044924,0.07853193
347.0,0.17817611,0.14497117,0.11042035,0.07828045
347.2,0.17763578,0.14471873,0.11007229,0.07784301
347.4,0.17734229,0.1444301,0.10955746,0.07729008
347.6,0.17736844,0.14416075,0.1090136,0.07681375
347.8,0.17766869,0.14392554,0.1083493,0.07643597
348.0,0.17797426,0.14361991,0.10773872,0.07620385
348.2,0.17824878,0.14328447,0.10717282,0.07621993
348.4,0.17842251,0.1430407,0.10670664,0.0764473
348.6,0.17845781,0.14289307,0.10635522,0.07680376
348.8,0.17840685,0.14287265,0.10611867,0.07727796
349.0,0.17858482,0.14304657,0.1059135,0.07786338
349.2,0.17881698,0.14328035,0.10572903,0.07843321
349.4,0.17904513,0.14355975,0.10562137,0.07893155
349.6,0.17924288,0.143791,0.10561756,0.07931235
349.8,0.1794043,0.14390475,0.10579293,0.07961057
350.0,0.1794522,0.14379837,0.10611021,0.07970948
350.2,0.17952238,0.14356469,0.10642197,0.07960882
350.4,0.17956789,0.14323794,0.10668592,0.0794361
350.6,0.17959395,0.1429666,0.10685697,0.0791074
350.8,0.17978307,0.14277133,0.10697465,0.07857338
351.0,0.18009286,0.14256959,0.10699095,0.0779675
351.2,0.1804436,0.14225917,0.10695657,0.07754032
351.4,0.18075905,0.14180638,0.10686364,0.07723513
351.6,0.18101329,0.14110945,0.10672235,0.07711795
351.8,0.18121991,0.14034285,0.10648642,0.07720844
352.0,0.18128279,0.13967762,0.10622515,0.07757242
352.2,0.18124835,0.13923334,0.10592084,0.07803874
352.4,0.1810964,0.13897517,0.10553801,0.07843054
352.6,0.18098123,0.13900141,0.10511541,0.07876556
352.8,0.18062844,0.13914575,0.10479013,0.078965
353.0,0.18001291,0.13936822,0.10465253,0.07909998
353.2,0.1791334,0.13958094,0.10472357,0.0791754
353.4,0.17814554,0.13981378,0.10493753,0.07924136
353.6,0.17710792,0.1400335,0.10524531,0.07917435
353.8,0.17615497,0.14020074,0.1056125,0.07902547
354.0,0.17547709,0.14032163,0.10598702,0.0787759
354.2,0.17516168,0.14045153,0.10634436,0.078383
354.4,0.17533676,0.14060848,0.10663487,0.07792447
354.6,0.17573935,0.14071912,0.10691767,0.07759118
354.8,0.17638697,0.1407954,0.10723143,0.07749762
355.0,0.17712286,0.14087413,0.10748644,0.07751714
355.2,0.17792328,0.1409131,0.10764191,0.07765493
355.4,0.17864933,0.14101717,0.10772901,0.07786816
355.6,0.17937659,0.14121139,0.10768979,0.07800356
355.8,0.18000401,0.1414856,0.10744994,0.07792039
356.0,0.18053424,0.14177822,0.10712656,0.07758995
356.2,0.1808498,0.14205794,0.10676963,0.07717758
356.4,0.18074742,0.14221769,0.10654732,0.07680341
356.6,0.18016052,0.14233062,0.10641365,0.07661905
356.8,0.17916471,0.14248953,0.10627364,0.07656566
357.0,0.17795187,0.14266024,0.10613835,0.07662053
357.2,0.17661551,0.14287004,0.10598969,0.07669299
357.4,0.17535857,0.14300292,0.10575262,0.07677692
357.6,0.17439842,0.14307631,0.10544825,0.0767933
357.8,0.17385748,0.14300862,0.10522553,0.07680449
358.0,0.17369948,0.14291796,0.1050638,0.07680503
358.2,0.1738506,0.14282499,0.10502902,0.07689034
358.4,0.17425707,0.14273904,0.1050049,0.07695427
358.6,0.17472249,0.14255365,0.10487271,0.07698137
358.8,0.1751956,0.14235504,0.10458499,0.07696651
359.0,0.17565162,0.14210702,0.10415003,0.07696164
359.2,0.17606659,0.14178737,0.10368046,0.07690205
359.4,0.17634146,0.14138974,0.10320096,0.0768128
359.6,0.17657009,0.14097072,0.10285075,0.07669225
359.8,0.17666363,0.14039919,0.10255159,0.07657805
360.0,0.17658685,0.1397839,0.10239149,0.07657765
360.2,0.17627221,0.13928615,0.10227708,0.07660061
360.4,0.17591913,0.13907833,0.1022424,0.07674083
360.6,0.1755299,0.13915459,0.10222748,0.07700898
360.8,0.17509552,0.13948198,0.10226801,0.07745961
361.0,0.17463875,0.1399023,0.10235942,0.07805323
361.2,0.17437436,0.14025833,0.10265158,0.07872264
361.4,0.17423973,0.14047784,0.10312125,0.07935208
361.6,0.17411494,0.14054311,0.10378498,0.07988821
361.8,0.17403829,0.14048672,0.10457329,0.08040579
362.0,0.17397207,0.14034542,0.10533636,0.08073777
362.2,0.17384549,0.14022575,0.10590705,0.08088342
362.4,0.17370542,0.1401449,0.10640082,0.0808953
362.6,0.17360518,0.14008518,0.10684195,0.08090956
362.8,0.17348486,0.14012712,0.10721575,0.0807287
363.0,0.17343349,0.14021286,0.1074335,0.0803827
363.2,0.17343615,0.14032143,0.10748722,0.08002897
363.4,0.17339171,0.14037827,0.10728111,0.07966713
363.6,0.17337857,0.14051286,0.10687383,0.07920997
363.8,0.1734717,0.14069702,0.10637452,0.07871716
364.0,0.17366199,0.14099361,0.10584918,0.07839539
364.2,0.17376205,0.14131696,0.10530102,0.07817068
364.4,0.17379819,0.14170362,0.10485241,0.07803551
364.6,0.17372431,0.14203411,0.1044977,0.0779869
364.8,0.17349635,0.1422097,0.10427602,0.07794444
365.0,0.17303535,0.14217993,0.1041847,0.07783587
365.2,0.17256587,0.14197346,0.10437933,0.07775496
365.4,0.17226504,0.14159267,0.10472297,0.07774719
365.6,0.17215695,0.14110976,0.10515259,0.07771706
365.8,0.17230797,0.14065189,0.10558602,0.07768022
366.0,0.17268032,0.1402314,0.10604712,0.07765889
366.2,0.17317361,0.13991214,0.10631225,0.07764761
366.4,0.17361366,0.13967125,0.10645212,0.07746938
366.6,0.17397264,0.13944239,0.10654749,0.07726874
366.8,0.17421995,0.13918978,0.10664504,0.07711644
367.0,0.17439801,0.13890359,0.10670926,0.07692862
367.2,0.17467209,0.13866418,0.10680197,0.07663102
367.4,0.17508374,0.13852437,0.10686658,0.07644802
367.6,0.17558524,0.13854259,0.10687059,0.07637341
367.8,0.1760635,0.13868825,0.1068631,0.07633563
368.0,0.17653304,0.13900635,0.10692159,0.0763396
368.2,0.17687188,0.13928335,0.10713399,0.07646993
368.4,0.17696059,0.13944467,0.10749388,0.07666927
368.6,0.17687234,0.13944374,0.10792919,0.07686946
368.8,0.17677001,0.1394055,0.10828605,0.0771023
369.0,0.17671295,0.13922474,0.10843416,0.07736887
369.2,0.17675636,0.13905065,0.10829163,0.07759562
369.4,0.17696408,0.13890192,0.10787968,0.07771324
369.6,0.17724881,0.13883017,0.10723282,0.0776825
369.8,0.1774088,0.13871965,0.10650924,0.07758472
370.0,0.17735368,0.13859794,0.10590348,0.07737148
370.2,0.17705841,0.13848197,0.10544945,0.07708733
370.4,0.17666221,0.13844185,0.10510186,0.07673298
370.6,0.17619613,0.13849158,0.10480696,0.07643785
370.8,0.17579945,0.13868505,0.10445999,0.07617328
371.0,0.1755041,0.13902038,0.10407145,0.07599137
371.2,0.17528875,0.13936033,0.10375617,0.07584181
371.4,0.17489912,0.13966714,0.10359424,0.07581214
371.6,0.17433263,0.13987984,0.10367092,0.07588182
371.8,0.17360485,0.13994754,0.10400778,0.07601785
372.0,0.17273461,0.13986025,0.10439049,0.07616936
372.2,0.17186341,0.13975676,0.10462239,0.07638135
372.4,0.17134117,0.13971378,0.10470079,0.07668866
372.6,0.17124403,0.13966689,0.10469438,0.07711652
372.8,0.17157894,0.13965161,0.10462897,0.07763456
373.0,0.1722318,0.13969166,0.10465989,0.07823446
373.2,0.17299925,0.1397891,0.10484873,0.07884034
373.4,0.17363135,0.13977741,0.10512983,0.07938973
373.6,0.17414883,0.13970216,0.10534439,0.07974236
373.8,0.17456813,0.13960381,0.10549574,0.07990179
374.0,0.17494989,0.13954454,0.10553293,0.07994059
374.2,0.17526436,0.13938865,0.10548725,0.0798814
374.4,0.17549282,0.13909418,0.10528347,0.07960397
374.6,0.17556395,0.13865179,0.10503001,0.07921549
374.8,0.17542409,0.13802549,0.10467162,0.07881448
375.0,0.17504068,0.13733141,0.10422442,0.07844181
375.2,0.17455291,0.13658608,0.10375198,0.07801533
375.4,0.17411312,0.13595387,0.10332008,0.07763841
375.6,0.17380497,0.13544441,0.10283078,0.07734521
375.8,0.17361259,0.13519428,0.10237125,0.07719463
376.0,0.17364473,0.13515254,0.10203499,0.07702582
376.2,0.17376901,0.13527483,0.10175565,0.07692691
376.4,0.17392084,0.13553023,0.10163437,0.07689425
376.6,0.17397494,0.13592955,0.1017564,0.07679989
376.8,0.17394879,0.13634508,0.1020245,0.07659484
377.0,0.17382525,0.13662929,0.10226952,0.07635083
377.2,0.17360469,0.1369434,0.10254923,0.07610839
377.4,0.17324354,0.1372744,0.10283472,0.07590228
377.6,0.17275311,0.13762729,0.10307785,0.07585671
377.8,0.17222324,0.13781983,0.10324332,0.07587019
378.0,0.17165616,0.13785235,0.10330537,0.07594902
378.2,0.17121932,0.13768295,0.10328283,0.07612576
378.4,0.1709648,0.1373797,0.10319959,0.0763956
378.6,0.17097208,0.13702898,0.10301868,0.07672356
378.8,0.17120974,0.13674092,0.10278985,0.0770584
379.0,0.17164487,0.1365881,0.1024808,0.07743276
379.2,0.17210407,0.13642486,0.10193383,0.07774122
379.4,0.17245834,0.13627657,0.10118464,0.07791886
379.6,0.17271495,0.13605379,0.10032175,0.0779311
379.8,0.17277676,0.13573869,0.09945302,0.07793091
380.0,0.17274011,0.13534616,0.09877038,0.07791197
380.2,0.17262379,0.13506311,0.09839473,0.07786152
380.4,0.17254008,0.13485156,0.09826933,0.07787259
380.6,0.17237324,0.13477111,0.09838484,0.07789041
380.8,0.17213407,0.13497004,0.0987386,0.07785144
381.0,0.1717375,0.13531576,0.0992419,0.07768917
381.2,0.17132751,0.1357077,0.09985117,0.07751704
381.4,0.17094668,0.13607066,0.10051288,0.07724104
381.6,0.17078053,0.13649189,0.10122123,0.07696009
381.8,0.17087032,0.136938,0.1019293,0.07669199
382.0,0.171126,0.13748531,0.10254168,0.07656253
382.2,0.17139135,0.13808097,0.10299379,0.0764591
382.4,0.17160836,0.13869221,0.10330338,0.07633631
382.6,0.17165313,0.13913985,0.10338755,0.07617732
382.8,0.17154306,0.13932155,0.10316719,0.07591836
383.0,0.17141422,0.13934642,0.10276685,0.0755208
383.2,0.17126344,0.13923758,0.10224874,0.07511317
383.4,0.17100566,0.13903639,0.10173871,0.0747678
383.6,0.17073073,0.13879896,0.10127038,0.07438474
383.8,0.1704203,0.13862195,0.10091158,0.07406084
384.0,0.17011711,0.13835388,0.10064511,0.07382662
384.2,0.16994899,0.13808866,0.10048985,0.07367999
384.4,0.17006378,0.13788995,0.1003512,0.07365042
384.6,0.17034688,0.13770667,0.10027389,0.07382074
384.8,0.17078374,0.13747164,0.10019651,0.07419197
385.0,0.17124237,0.13723287,0.10010202,0.0747317
385.2,0.17173235,0.13697758,0.09996091,0.07535098
385.4,0.17201987,0.13667942,0.09983606,0.07597421
385.6,0.17203996,0.13633117,0.09968441,0.07656754
385.8,0.17172493,0.13595076,0.09958194,0.07701265
386.0,0.17122143,0.13561089,0.09946745,0.07729023
386.2,0.17060706,0.13534645,0.09935692,0.07743799
386.4,0.17010939,0.13516739,0.09916595,0.07744268
386.6,0.16974018,0.13516563,0.09899446,0.0773739
386.8,0.16946876,0.13535629,0.09882597,0.07729202
387.0,0.1692702,0.13566156,0.09880213,0.07715462
387.2,0.16913112,0.13599887,0.09884759,0.07691913
387.4,0.16898376,0.13630709,0.0989964,0.07675874
387.6,0.16894699,0.13653912,0.09921188,0.07664161
387.8,0.16908162,0.13682624,0.09954342,0.07662937
388.0,0.16928341,0.13717422,0.09994525,0.07676548
388.2,0.16937445,0.13748984,0.1004208,0.07703524
388.4,0.16934571,0.13763518,0.10091204,0.0772588
388.6,0.16913172,0.13757867,0.10138522,0.07731631
388.8,0.16877044,0.13729041,0.10172748,0.07707001
389.0,0.16831188,0.13689664,0.10195117,0.07654296
389.2,0.16788119,0.1365479,0.10202909,0.07578833
389.4,0.16757635,0.13640565,0.10200242,0.074925
389.6,0.16749464,0.13652465,0.10178333,0.07411586
389.8,0.16766416,0.1367805,0.10148462,0.0734652
390.0,0.1680119,0.13702185,0.10112851,0.07300568
390.2,0.16846504,0.13725324,0.10087625,0.07275003
390.4,0.16899608,0.13739894,0.10064917,0.07264498
390.6,0.16954169,0.13739441,0.10051303,0.07259958
390.8,0.17001125,0.13724672,0.10041025,0.07269765
391.0,0.17036236,0.13703018,0.10028764,0.07290236
391.2,0.17057344,0.13678308,0.10014108,0.07316951
391.4,0.17052014,0.13665184,0.10002858,0.07353291
391.6,0.17017524,0.13649507,0.10001639,0.07394651
391.8,0.16958276,0.13629483,0.10011484,0.07425987
392.0,0.16883424,0.13594118,0.10037522,0.07441249
392.2,0.16803873,0.13551421,0.10068015,0.07444815
392.4,0.16741701,0.13506556,0.10093739,0.07431092
392.6,0.16706374,0.13482444,0.10112577,0.07409683
392.8,0.16701114,0.13485298,0.10123681,0.07386725
393.0,0.16727325,0.13516443,0.10121201,0.07367943
393.2,0.16775631,0.13565642,0.10099141,0.07356176
393.4,0.16829102,0.13608464,0.10072852,0.07357559
393.6,0.16884363,0.1363623,0.10054159,0.07376571
393.8,0.16932949,0.136436,0.10038319,0.07398371
394.0,0.16976458,0.13640597,0.1002174,0.07421297
394.2,0.17006334,0.13627485,0.10015897,0.07441763
394.4,0.17026812,0.13618889,0.10020558,0.07461872
394.6,0.17034213,0.13611137,0.10022787,0.07469702
394.8,0.17026301,0.13604626,0.10022527,0.07479836
395.0,0.16999142,0.13585906,0.10024928,0.07489414
395.2,0.16963818,0.13543623,0.10037885,0.07496209
395.4,0.16928886,0.13485744,0.10060657,0.07499894
395.6,0.16895114,0.13426711,0.10081236,0.07507748
395.8,0.16876605,0.13376628,0.10093016,0.07516012
396.0,0.16873693,0.13350561,0.10096989,0.07521116
396.2,0.16885852,0.13351094,0.10094591,0.07529867
396.4,0.16909797,0.1337202,0.10082109,0.07533406
396.6,0.16951474,0.13401758,0.10067643,0.07525405
396.8,0.17000339,0.13437674,0.10058893,0.07507038
397.0,0.17044845,0.13459825,0.1005861,0.07482076
397.2,0.17078329,0.13472363,0.10064095,0.07442773
397.4,0.17098296,0.13472288,0.10066641,0.07392656
397.6,0.17097553,0.13483035,0.10070099,0.07346887
397.8,0.17075816,0.13495282,0.1007874,0.07305327
398.0,0.17046454,0.13524005,0.10087396,0.0726302
398.2,0.17027733,0.13556791,0.10081484,0.07231012
398.4,0.17012897,0.13582117,0.10068979,0.07218074
398.6,0.1700419,0.13577256,0.10055702,0.07216927
398.8,0.17009081,0.13556677,0.10035044,0.0723137
399.0,0.1702447,0.13528078,0.10003029,0.07266573
399.2,0.17032447,0.13500982,0.09963211,0.07315166
399.4,0.17032578,0.13480517,0.09923915,0.07363529
399.6,0.17024185,0.13480329,0.09887415,0.07420866
399.8,0.17010445,0.13489652,0.09866802,0.07476
400.0,0.16991074,0.13497574,0.09861153,0.07520596
400.2,0.16970586,0.13498936,0.09870418,0.0754331
400.4,0.1694222,0.13501766,0.09887914,0.07550143
400.6,0.16917176,0.13493829,0.09903916,0.07534732
400.8,0.16902254,0.13473361,0.09908699,0.07510591
401.0,0.16910666,0.134544,0.09904787,0.07494895
401.2,0.1692665,0.13456113,0.09896956,0.07489694
401.4,0.16968453,0.13473484,0.09895513,0.07482614
401.6,0.17017856,0.13500262,0.09902548,0.0747407
401.8,0.17071847,0.13525168,0.09923902,0.07470333
402.0,0.1710636,0.13535199,0.09969454,0.07465798
402.2,0.17139498,0.13518625,0.10025712,0.07462813
402.4,0.17164558,0.13479628,0.10075991,0.07471652
402.6,0.17185659,0.13421804,0.10125371,0.07490228
402.8,0.1719042,0.13364888,0.10175626,0.07511873
403.0,0.17176351,0.13312961,0.1021261,0.07525158
403.2,0.17142146,0.13272982,0.10240122,0.07537213
